ID,Title,Content,Short Description,Sku,Price,Regular Price,Sale Price,Total Sales,Eligibility,Next Highe Aassembly,OEM,OEM Part Number,TBQ,Categories
3149,P01287,Seal,Seal,4ccf2e2b25d6,37.48,37.48,,0,"A300 MODEL B2-1A, A300 MODEL B2-1C, A300 MODEL B4-2C, A300 MODEL B2K-3C, A300 MODEL B4-103, A300 MODEL B2-203, A300 MODEL B4-203, DC-10-10, DC-10-40, DC-10-30, DC-10-30F (KC-10A, KDC-10), DC-10-10F,","3800396-1 : AUXILIARY POWER UNIT, 380944-1 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, 381026-2 : TWIN SPOOL PNEUMATIC AND SHAFT POWER GAS TURBINE ENGINE, 381026-2-1 : TWIN SPO",Honeywell,3613108-3,no,Uncategorized
3150,P01290,Gasket,Gasket,05f2e85082f0,37.09,37.09,,3,"A330-301, A330-302, A330-303, A330-321, A330-322, A330-323, A330-341, A330-342, A330-343, A340-211, A340-212, A340-213, A340-311, A340-312, A340-313, A340-541, A340-642, 777-200, 777-300, 777-300ER,","3800610 : APU, 3800454 : AUXILIARY POWER UNIT, 3800550-1 : GAS TURBINE ENGINE ASSEMBLY",Honeywell,3881260-2,no,"3800610 : APU, 3800454 : AUXILIARY POWER UNIT, 3800550-1 : GAS TURBINE ENGINE ASSEMBLY"
3151,P01291,"Ring, Shouldered","Ring, Shouldered",416580bb3b73,50.56,50.56,,3,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","754C0000-01 : HEAT EXCHANGER MAIN, 755C0000-01 : REHEATER",Liebherr,55-811180,no,"754C0000-01 : HEAT EXCHANGER MAIN, 755C0000-01 : REHEATER"
3152,P01292,"Ring, Shouldered","Ring, Shouldered",9063b7f3a2ed,50.56,50.56,,3,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,","754C0000-01 : HEAT EXCHANGER MAIN, 755C0000-01 : REHEATER",Liebherr,56-811180,no,"754C0000-01 : HEAT EXCHANGER MAIN, 755C0000-01 : REHEATER"
3153,P01293,Seal Assy.,Seal Assy.,e6916cdfd4cb,504.48,504.48,,0,"A318-111, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-233, A321-112, A321-131, A321-211, A321-232, 737-700, 737-800, 737-600","3291238-1 : SURGE CONTROL VALVE, 3291238-2 : SURGE CONTROL VALVE",Honeywell,3175896-10,no,"3291238-1 : SURGE CONTROL VALVE, 3291238-2 : SURGE CONTROL VALVE"
3154,P01294,O-Ring,O-Ring,db2fa6c42ae8,28.88,28.88,,10,"A300 MODEL B4-103, A300 MODEL B4-203, A310 MODEL 324, 717-200, 737-600, 767-300, 777-200","9710-1 : FAUCET ASSEMBLY, 9710-5 : FAUCET ASSEMBLY, 9710-7 : FAUCET ASSEMBLY, 9834-100 : FAUCET ASSEMBLY, 9834-17 : FAUCET ASSEMBLY, 9834-500 : FAUCET ASSEMBLY",Adams Rite Aerospace,20106-106,no,"9710-1 : FAUCET ASSEMBLY, 9710-5 : FAUCET ASSEMBLY, 9710-7 : FAUCET ASSEMBLY, 9834-100 : FAUCET ASSEMBLY, 9834-17 : FAUCET ASSEMBLY, 9834-500 : FAUCET ASSEMBLY"
3155,P01297,"Housing Assy, Second Stage","Housing Assy, Second Stage",af8bab6f407c,1803.95,1803.95,,3,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-113, A319-114, A319-115, A319-131, A319-132, A319-133, A320-211, A320-212, A320-214, A320-231, A320-232, A320-233, A321-111, A321-112, A321-131,",14330-375 : VACUUM GENERATOR,Monogram Sanitation,67410353-1,no,14330-375 : VACUUM GENERATOR
3156,P01299,Packing,Packing,3bd1ef1dfb11,13.39,13.39,,1,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1355-092,no,Uncategorized
3157,P01300,Packing,Packing,c933e1551273,8.47,8.47,,0,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1355-270,no,Uncategorized
3158,P01301,Packing,Packing,cfb5bcfd6b98,4.85,4.85,,36,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1355-282,no,Uncategorized
3159,P01302,Packing,Packing,75ab43744ce1,9.09,9.09,,0,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1355-290,no,Uncategorized
3160,P01303,Packing,Packing,d0b955232036,93.83,93.83,,14,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1355-794,no,Uncategorized
3161,P01304,Seal,Seal,53af2767e3ac,104.48,104.48,,4,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1382-228,no,Uncategorized
3162,P01305,Ring,Ring,ea0486d1c7b4,22.44,22.44,,10,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-164,no,Uncategorized
3163,P01306,Ring,Ring,94ac1a402fe7,20.23,20.23,,14,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-166,no,Uncategorized
3164,P01307,Ring,Ring,34e42004165b,66.78,66.78,,0,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-180,no,Uncategorized
3165,P01308,Ring,Ring,cd27b27e3c55,45.75,45.75,,9,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-202,no,Uncategorized
3166,P01309,Ring,Ring,f949f8717ca0,22.19,22.19,,15,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-246,no,Uncategorized
3167,P01310,Ring,Ring,a2da2e135447,83.76,83.76,,4,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-290,no,Uncategorized
3168,P01311,Ring,Ring,f1f8028064f8,36.29,36.29,,0,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-296,no,Uncategorized
3169,P01312,Ring,Ring,ca1755c8df94,43.24,43.24,,4,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-326,no,Uncategorized
3170,P01313,Ring,Ring,b2cc092d61ca,62.39,62.39,,13,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-332,no,Uncategorized
3171,P01314,Seal,Seal,a5b53a727dc2,57.36,57.36,,8,"A319-131, A319-132, A319-133, A320-231, A320-232, A320-233, V2522-A5, V2524-A5, V2527-A5, V2530-A5, V2525-D5, V2528-D5, V2533-A5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,1391-578,no,Uncategorized
3172,P01315,"Valve Assy, PC Regulator","Valve Assy, PC Regulator",8196dad8f6a8,2593.07,2593.07,,1,"V2522-A5, V2525-D5, V2524-A5, V2527-A5, V2530-A5, V2533-A5, V2528-D5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,5225-812,no,Uncategorized
3173,P01316,"Valve Assy, Pressure Raising","Valve Assy, Pressure Raising",5e09b938e253,3993.03,3993.03,,0,"V2522-A5, V2525-D5, V2524-A5, V2527-A5, V2530-A5, V2533-A5, V2528-D5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,5225-870,no,Uncategorized
3174,P01317,"Valve Assy, Overspeed","Valve Assy, Overspeed",a551c1c2b1b9,4832.33,4832.33,,0,"V2522-A5, V2525-D5, V2524-A5, V2527-A5, V2530-A5, V2533-A5, V2528-D5","8061-626 : HYDROMECHANICAL FUEL CONTROL , 8061-627 : HYDROMECHANICAL FUEL CONTROL , 8061-632 : HYDROMECHANICAL FUEL CONTROL , 8061-633 : HYDROMECHANICAL FUEL CONTROL , 8061-636 : HYDROMECHA",Woodward Governor,5225-922,no,Uncategorized
3175,P01318,Spring,Spring,43c4c9b250cb,68.89,68.89,,0,"SA-365N, SA-365N1, AS-365N2, AS 365 N3","SC8034-1 : SERVOCONTROL, SC8034-2 : SERVOCONTROL",Goodrich,132137,no,"SC8034-1 : SERVOCONTROL, SC8034-2 : SERVOCONTROL"
3176,P01326,"Ring, Guide","Ring, Guide",e26633ef25d0,392.09,392.09,,0,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-11,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3177,P01327,"Ring, Guide","Ring, Guide",642e60a6efc9,244.31,244.31,,2,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-132,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3178,P01328,"Guide, Piston","Guide, Piston",085ed139b66e,541.09,541.09,,0,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-0353,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3179,P01329,"Ring, Carbon","Ring, Carbon",7c6c49b5c49a,110.99,110.99,,0,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6763-254,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3180,P01330,"Ring, Sealing","Ring, Sealing",8364cf7c6181,56.76,56.76,,0,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-295,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3181,P01331,"Ring, Sealing","Ring, Sealing",e91b1a0e0b67,56.21,56.21,,14,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-297,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3182,P01332,"Ring, Sealing, Chamfered","Ring, Sealing, Chamfered",4df66d161802,73.51,73.51,,0,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-299,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3183,P01336,Key,Key,091ca473691d,91.89,91.89,,0,"A330-202, A330-203, A330-223, A330-243, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-183,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3184,P01339,"Seal, Metal","Seal, Metal",4a8dd8fe8954,212.92,212.92,,0,"A330-343, A330-342, A330-323, A330-322, A330-302, A330-301, A330-243F, A330-243, A330-223, A330-203, A330-202","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-38,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3185,P01342,"Ring, Sealing","Ring, Sealing",fcc2f7f16583,66.59,66.59,,14,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-296,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3186,P01343,"Ring, Sealing","Ring, Sealing",481996abf5b2,74.95,74.95,,14,"A330-202, A330-203, A330-223, A330-243, A330-243F, A330-301, A330-302, A330-322, A330-323, A330-342, A330-343","6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE",Liebherr,6764-298,no,"6764B030000 : HP BLEED VALVE, 6764B040000 : HP BLEED VALVE"
3187,P01347,"Ring Set, Piston","Ring Set, Piston",301f0d390887,601.7,601.7,,29,"737-300, 737-400, 737-500, 737-700, 737-800, 737-600, 737-900, 737-900ER","3214446-4 : HIGH STAGE VALVE, 3214552-5 : PRSOV, 3214552-6 : PRSOV",Honeywell,63001090-1,no,"3214446-4 : HIGH STAGE VALVE, 3214552-5 : PRSOV, 3214552-6 : PRSOV"
3188,P01355,"Valve, Start Sequence","Valve, Start Sequence",50303789fd88,8827.92,8827.92,,0,"757-200, 757-300","779100-4 : FUEL CONTROL UNIT, 779100-5 : FUEL CONTROL UNIT, 779100-9 : FUEL CONTROL UNIT, 779100-10 : FUEL CONTROL UNIT",Hamilton Sundstrand,782185-2,no,"779100-4 : FUEL CONTROL UNIT, 779100-5 : FUEL CONTROL UNIT, 779100-9 : FUEL CONTROL UNIT, 779100-10 : FUEL CONTROL UNIT"
3189,P01357,Housing,Housing,800741683f0d,1457.17,1457.17,,8,"737-600, 737-700, 737-800, 737-900",3215618-4 : NOSE COWL ANTI-ICE VALVE,Honeywell,3184221-1,no,3215618-4 : NOSE COWL ANTI-ICE VALVE
3190,P01358,"Seal, Shaft","Seal, Shaft",17ace49792a3,1149.5,1149.5,,0,"737-700, 737-800, 737-600","828300-6 : MAIN FUEL PUMP, 828300-7 : MAIN FUEL PUMP, 828300-8 : MAIN FUEL PUMP",Eaton Argo-Tech,220063,no,"828300-6 : MAIN FUEL PUMP, 828300-7 : MAIN FUEL PUMP, 828300-8 : MAIN FUEL PUMP"
3191,P01360,Housing,Housing,e9bd414b0cb8,10000,10000,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A320-212, A320-214, A320-232, A320-233, A321-111, A321-112, A321-211, A321-231,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY",Adams Rite Aerospace,100-05-742-91,yes,"2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY"
3192,P01364,Switch,Switch,307382f56a43,5005,5005,,6,"737-600, 737-700, 737-800, 737-900",3215618-4 : NOSE COWL ANTI-ICE VALVE,Honeywell,3181381-2,no,3215618-4 : NOSE COWL ANTI-ICE VALVE
3193,P01367,Clamp,Clamp,77bae69d8331,15.09,15.09,,0,"737-700, 737-800, 777-200, 777-300ER, 777-200LR","332A2500-5 : FIRE/OVERHEAT DETECTOR , 332W5510-4(MODREF156024) : FIRE/OVERHEAT DETECTOR",Transdigm,11777-08,no,"332A2500-5 : FIRE/OVERHEAT DETECTOR , 332W5510-4(MODREF156024) : FIRE/OVERHEAT DETECTOR"
3194,P01369,"Tube, Guide","Tube, Guide",9f5a23cba597,2615.76,2615.76,,1,"747-400, 767-300","3291172-1 : PNEU. BUTTERFLY SOV, ""979826-9 : 4"""" PNEU. SHUTOFF BUTTERFLY VALVE""",Honeywell,3176861-2,no,"3291172-1 : PNEU. BUTTERFLY SOV, ""979826-9 : 4"""" PNEU. SHUTOFF BUTTERFLY VALVE"""
3195,P01370,"Ring, Sealing","Ring, Sealing",ba30d24b39bd,31.36,31.36,,20,"A340-313, A340-311, A340-211, A330-223, A330-203, A321-232, A321-213, A321-212, A321-231, A321-211, A321-131, A321-112, A321-111, A319-133, A319-132, A319-131, A319-115, A319-114, A319-113, A319-112,","D06C00 : VALVE FILL/DRAIN 4WAY, D06A00 : VALVE FILL/DRAIN 4WAY, D06B00 : VALVE FILL/DRAIN 4WAY, D06000 : VALVE 4 WALL FILL/DRAIN",Sitec Aerospace GMBH,D06A23,no,"D06C00 : VALVE FILL/DRAIN 4WAY, D06A00 : VALVE FILL/DRAIN 4WAY, D06B00 : VALVE FILL/DRAIN 4WAY, D06000 : VALVE 4 WALL FILL/DRAIN"
3196,P01372,Cup Washer,Cup Washer,53d0dbf978d0,181.28,181.28,,2,"CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B1, CF6-80C2B2, CF6-8",1211350-001 : COWL DOOR ACTUATOR,Arkwin Industries,1211350-215,no,1211350-001 : COWL DOOR ACTUATOR
3197,P01373,Seal Assembly,Seal Assembly,45695e8783a0,197.84,197.84,,2,"CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B1, CF6-80C2B2, CF6-8",1211350-001 : COWL DOOR ACTUATOR,Arkwin Industries,1211350-207,no,1211350-001 : COWL DOOR ACTUATOR
3198,P01374,Seal Set,Seal Set,0cc48e7e6446,191.84,191.84,,1,"CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B1, CF6-80C2B2, CF6-8",1211350-001 : COWL DOOR ACTUATOR,Arkwin Industries,2.96E+14,no,1211350-001 : COWL DOOR ACTUATOR
3199,P01375,Retainer,Retainer,43a0455713a9,165,165,,0,"CF6-50C, CF6-50CA, CF6-50C1, CF6-50C2, CF6-50C2B, CF6-50C2D, CF6-50E, CF6-50E1, CF6-50E2, CF6-80A1, CF6-80A3, CF6-80C2A1, CF6-80C2A2, CF6-80C2A3, CF6-80C2A5, CF6-80C2A8, CF6-80C2B1, CF6-80C2B2, CF6-8",1211350-001 : COWL DOOR ACTUATOR,Arkwin Industries,1211350-210,no,1211350-001 : COWL DOOR ACTUATOR
3200,P01382,"Ring, Concave","Ring, Concave",4afe45958a38,115.88,115.88,,83,"747-400, 747-400F, 767-200, 767-300, 767-400ER","790270-1 : HPSOV, 790270-7 : HPSOV, 790270-15 : HPSOV, 790270-3 : HPSOV, 790270-4 : HPSOV, 790270-5 : HPSOV, 790270-6 : HPSOV, 790270-13 : HPSOV, 790270-14 : HPSOV, 802170-2 : HPS",Hamilton Sundstrand,799738-2,no,Uncategorized
3334,P01394,Self Locking Screw,Self Locking Screw,1431d6d497ea,26.39,26.39,,0,"A318-111, A319-111, A319-112, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, MD-11F, 737-300, 737-400, 737-500, CF6-80C2A5F, CF6-80C2D1F","327155-1 : ON/OFF ANTI-ICE VALVE, 327155-2 : ON/OFF ANTI-ICE VALVE, 327155-3 : ON/OFF ANTI-ICE VALVE, 326215-3 : ON/OFF ANTI-ICE VALVE, 326215-1 : ON/OFF ANTI-ICE VALVE, 326215-2 : ON/OFF",Whittaker Controls,100180-104,no,Uncategorized
3335,P01401,Rivet,Rivet,a02e4e736bdf,49.4,49.4,,12,"A318-111, A319-111, A319-112, A319-114, A319-115, A320-111, A320-211, A320-212, A320-214, A321-111, A321-112, A321-211, MD-11F","327155-1 : ON/OFF ANTI-ICE VALVE, 327155-2 : ON/OFF ANTI-ICE VALVE, 327155-3 : ON/OFF ANTI-ICE VALVE, 326215-3 : ON/OFF ANTI-ICE VALVE, 326215-1 : ON/OFF ANTI-ICE VALVE, 326215-2 : ON/OFF",Whittaker Controls,323671,no,Uncategorized
3336,P01384,O-Ring,O-Ring,ddb405a83885,8.75,8.75,,112,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A321-112, A321-211, A320-212, A320-214, A320-232, A320-231, A320-233, A321-111,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY",Adams Rite Aerospace,025-07-124,no,"2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY"
3337,P01385,O-Ring,O-Ring,9e233433328a,9.04,9.04,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A321-112, A321-211, A320-212, A320-214, A320-232, A320-231, A320-233, A321-111,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY",Adams Rite Aerospace,025-07-137,no,"2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY"
3338,P01386,Set Screw,Set Screw,e7360df1eb30,8.25,8.25,,0,"A318-111, A318-112, A318-121, A319-111, A319-112, A319-114, A319-115, A319-131, A319-132, A319-133, A320-111, A320-211, A321-112, A321-211, A320-212, A320-214, A320-232, A320-231, A320-233, A321-111,","2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY",Adams Rite Aerospace,026-07-073,no,"2980292100000 : FAUCET ASSY, 2980312100000 : FAUCET ASSY, 2980332100000 : FAUCET ASSY"
